 �ɼ�ʱ�� ,   AI0 ,   AI1 ,   AI2 ,   AI3 
12:58:39,0.000 ,0.000 ,0.000 ,0.000 
12:58:40,0.000 ,-0.000 ,0.000 ,0.000 
12:58:41,0.000 ,0.000 ,0.000 ,0.000 
12:58:42,0.000 ,0.000 ,0.000 ,0.000 
12:58:43,0.000 ,0.000 ,0.000 ,0.000 
12:58:44,0.000 ,0.000 ,0.000 ,0.000 
12:58:45,0.000 ,0.000 ,0.000 ,0.000 
12:58:46,0.000 ,0.000 ,0.000 ,0.000 
12:58:47,0.000 ,0.000 ,-0.000 ,0.000 
12:58:48,0.000 ,0.000 ,-0.000 ,0.000 
12:58:49,0.000 ,0.000 ,0.000 ,0.000 
12:58:50,0.000 ,0.000 ,0.000 ,0.000 
12:58:51,0.000 ,0.000 ,0.000 ,0.000 
12:58:52,0.000 ,0.000 ,0.000 ,0.000 
12:58:53,-0.000 ,0.000 ,0.000 ,0.000 
12:58:54,0.000 ,0.000 ,-0.000 ,0.000 
12:58:55,0.000 ,0.000 ,0.000 ,0.000 
